"GeneID","SRR1568262","SRR1568263","SRR1568264","SRR6311328","SRR6311361","SRR6311362","SRR6311363","SRR6311364","SRR6311365","SRR6311366","SRR6311393","SRR6311394","SRR6311395","SRR6311396"
"LOC110676720","0","0","1","2","1","6","3","1","2","3","9","2","1","3"
"LOC110676719","1","4","2","14","2","0","2","5","0","0","3","6","17","5"
"LOC5564972","1554","1516","1598","2310","805","974","12361","13811","9441","14323","4968","5850","1503","4176"
"LOC110676721","0","2","0","0","0","1","2","0","0","0","0","0","0","0"
"LOC110675751","0","0","0","0","0","0","0","0","0","0","0","1","0","8"
"LOC110675752","5","4","8","0","0","0","0","0","0","0","1","0","0","1"
"LOC5568978","1","1","0","0","2","17","0","0","0","1","10","3","12","1"
"LOC110675753","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675754","0","0","0","0","0","0","0","0","0","0","1","0","0","5"
"LOC110675755","0","0","0","0","0","0","0","0","0","0","0","4","1","2"
"LOC5568977","13","13","11","244","104","96","161","144","69","57","213","182","395","804"
"LOC5568985","1","1","1","136","0","5","2","6","6","0","0","0","123","213"
"LOC5568984","26","59","30","64","17","41","62","93","57","52","89","101","76","80"
"LOC5578966","145","135","210","19","30","49","58","139","45","62","557","656","546","833"
"LOC5568982","87","43","89","0","10","13","61","32","10","25","244","324","376","350"
"LOC23687655","0","0","0","0","0","0","0","0","0","0","0","0","15","0"
"LOC5568981","1023","537","1065","60","38","98","193","127","133","125","267","460","104","205"
"LOC23687743","2","0","1","0","0","0","0","0","2","0","3","3","0","0"
"LOC110676724","101","82","124","120","11","21","16","15","18","17","226","167","311","318"
"LOC110675192","0","0","1","0","0","2","0","9","0","0","0","0","0","0"
"LOC110676725","3","2","2","0","0","0","0","0","0","0","0","0","1","8"
"LOC5577471","0","0","0","0","1","0","0","2","0","0","9","17","18","32"
"LOC5577470","1","1","1","0","3","0","10","0","3","13","0","4","1","8"
"LOC5563749","0","0","0","0","3","26","0","3","0","15","2","1","2","27"
"LOC5570300","0","1","0","0","55","71","0","0","0","0","5","4","0","25"
"LOC110676726","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"LOC5577048","481","738","721","0","2","0","165","132","36","63","228","359","244","348"
"LOC110676727","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5577475","2","1","0","549","345","253","102","358","218","205","5","8","37","2"
"LOC5573493","0","0","0","1","2","0","0","8","0","0","3","0","0","2"
"LOC5573492","171","332","272","349","108","274","360","312","196","351","499","430","996","1386"
"LOC5564112","1","3","3","0","0","3","10","58","0","2","138","110","47","150"
"LOC5573494","204","215","290","347","128","338","316","371","343","266","777","1342","1020","1047"
"LOC110676728","7","3","2","1","3","0","10","8","6","7","48","35","14","14"
"LOC5573495","84","88","124","239","95","186","125","184","95","133","638","913","563","963"
"LOC5573500","183","159","199","224","32","135","159","67","49","56","451","353","417","385"
"LOC5573499","2","6","2","21","16","52","1","4","7","2","3","23","0","15"
"LOC5573491","41","25","55","0","26","24","72","70","44","68","64","159","9","4"
"LOC5573497","1","1","0","33","7","9","4136","11337","4781","6270","10","11","53","13"
"LOC5573490","1","0","0","17","20","2","1475","6079","2412","5372","2","11","49","14"
"LOC5573501","0","0","0","119","25","0","165","625","228","271","0","10","17","42"
"LOC110676729","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675756","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5578648","140","105","262","0","2","3","0","1","0","0","1696","1002","0","21"
"LOC110676731","0","0","0","17","1","0","4","0","0","0","0","0","0","1"
"LOC110676732","0","0","1","0","0","0","0","8","0","0","3","1","2","2"
"LOC5578716","0","0","0","3974","1952","2161","27","29","10","23","3","0","9","2"
"LOC110675757","14","6","14","69","0","0","0","0","0","0","100","87","863","878"
"LOC5578717","108","70","147","25","13","12","34","119","35","44","178","324","251","253"
"LOC110675759","4","3","4","0","0","0","0","0","0","0","0","0","0","0"
"LOC5578796","155","105","178","5401","3271","2532","1631","2444","1237","1732","951","1773","1916","1912"
"LOC5578795","47","43","64","49","9","0","39","31","15","29","320","262","117","107"
"LOC5578794","703","960","735","0","1","4","112","65","101","94","405","327","228","133"
"LOC5578793","217","183","254","0","6","32","38","55","29","54","241","411","149","160"
"LOC5578792","37","41","59","224","49","65","122","167","102","82","183","225","292","279"
"LOC5578791","67","63","78","18","25","40","60","56","25","61","233","264","346","275"
"LOC5578790","34","42","49","125","16","2","26","0","22","18","649","423","160","563"
"LOC5578789","57","46","60","1","5","23","10","25","8","10","228","251","100","240"
"LOC5578788","968","860","1170","0","0","0","1","0","0","0","196","109","0","0"
"LOC5578787","276","211","323","0","0","0","0","0","0","0","137","63","2","1"
"LOC5578786","397","283","540","0","0","0","0","0","0","0","80","77","2","0"
"LOC5578785","216","150","315","0","0","0","0","0","0","0","14","0","3","0"
"LOC5578781","1344","1033","1606","0","0","0","0","0","0","0","24","14","0","0"
"LOC110676735","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5578783","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"LOC5578782","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110676734","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5578784","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"LOC110676733","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5578779","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"LOC5578778","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5578780","58","54","68","79","5","1","25","18","12","22","246","147","0","39"
"LOC5578776","38","48","45","0","3","1","17","0","13","17","196","182","17","23"
"LOC5578802","66","46","74","0","3","16","12","10","5","9","276","210","97","97"
"LOC5578775","128","221","168","135","22","2","125","163","83","119","276","247","68","171"
"LOC5578773","47","33","64","0","5","0","4","0","4","13","173","104","1","32"
"LOC5578774","22","11","32","371","68","108","276","334","245","260","350","226","61","117"
"LOC5578768","258","189","367","0","9","12","13","2","4","1","17","24","65","73"
"LOC5578766","130","90","185","113","61","118","42","23","28","45","238","282","330","428"
"LOC5578765","89","81","91","0","20","0","26","38","19","30","29","83","59","89"
"LOC5578764","46","48","46","0","0","0","2","20","5","14","18","44","50","59"
"LOC5578763","52","34","50","188","88","77","131","209","195","212","1068","911","295","382"
"LOC5578762","144","134","161","0","6","1","35","71","51","84","255","364","222","555"
"LOC110676738","4","4","3","0","0","0","6","9","0","7","5","9","2","0"
"LOC5578761","7","2","9","1","36","8","46","81","27","76","167","168","5","13"
"LOC5578760","100","96","136","1","18","27","42","39","40","45","307","502","393","644"
"LOC5578759","88","71","144","38","52","129","206","280","153","212","119","166","338","380"
"LOC110676737","3","7","4","0","0","0","0","0","1","0","0","0","0","0"
"LOC110676736","1","0","0","0","23","44","5","42","2","28","4","3","7","4"
"LOC5578758","99","87","94","21","9","4","39","32","29","25","316","263","34","55"
"LOC5578757","89","73","93","261","37","24","69","40","14","22","132","137","47","117"
"LOC5578755","13","15","17","178","452","250","66","51","14","39","277","196","108","104"
"LOC5578754","119","134","157","0","34","81","86","95","63","63","1006","947","654","619"
"LOC5578753","307","267","299","328","169","200","261","248","156","221","351","610","715","1249"
"LOC110675763","0","0","0","0","0","1","0","2","2","0","0","1","2","1"
"LOC5578752","1","0","0","0","0","0","3","11","1","5","1","2","1","5"
"LOC5578162","66","22","91","36","1","1","104","87","30","44","110","100","16","15"
"LOC5568890","9","13","5","294","290","286","29","32","12","24","113","157","142","210"
"LOC110676739","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5571215","7","17","5","627","271","173","109","85","57","111","2","12","17","36"
"LOC5570472","1","1","1","912","1348","1464","23","34","26","26","8","12","327","400"
"LOC5570471","107","67","213","222","140","272","99","139","81","81","100","109","51","110"
"LOC5568888","226","127","303","58","45","38","89","122","86","93","803","635","210","342"
"LOC5568884","0","0","0","0","0","0","0","0","4","0","14","4","15","11"
"LOC110676741","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5568885","0","0","0","6","1","0","23","368","157","112","0","0","1","3"
"LOC5568889","2","2","1","378","403","418","625","4534","3232","2143","1","3","41","22"
"LOC5568887","1","2","1","98","2","12","9","1","4","0","16","36","0","5"
"Trnaa-ggc_11","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675767","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC23687789","0","0","0","450","3","11","8","0","24","5","17","34","8464","9108"
"LOC110675768","0","0","0","1","0","0","0","0","0","0","0","0","7","21"
"LOC5570957","5","10","8","0","4","3","15","4","0","14","6","6","9","17"
"Trnav-aac_11","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5574040","0","0","0","211","0","0","11","9","1","0","1","2","1776","1626"
"LOC5574041","21","18","21","0","3","49","31","36","34","17","108","105","156","278"
"LOC5570954","126","132","159","0","51","104","32","64","17","18","68","78","161","456"
"LOC110676744","0","0","0","336","1","0","0","0","1","1","3","2","4556","4129"
"LOC5570966","0","0","0","35","1","6","0","0","0","0","0","0","0","23"
"LOC5565277","1","1","0","97","2","7","47","24","32","71","1","0","19","36"
"LOC110676745","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trnaa-agc_47","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5574619","22","14","47","276","22","3","49","43","31","57","45","104","223","444"
"LOC5574609","491","377","768","261","73","214","120","129","46","94","845","942","646","1566"
"LOC5570959","79","64","112","99","120","118","328","251","128","202","455","504","423","932"
"LOC110675769","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5570958","983","1224","1149","14","21","30","75","96","43","60","100","136","114","159"
"LOC5577114","114","200","156","73","10","73","21","51","31","44","23","37","58","124"
"LOC5577112","74","62","91","330","44","46","77","132","68","55","743","520","174","303"
"LOC5577113","304","210","316","10249","3788","5275","3136","4596","2670","3480","1973","2302","2028","4348"
"LOC110675770","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675771","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5577220","3","1","1","0","3","0","2","0","0","3","0","7","76","128"
"LOC110675772","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675773","3","1","5","0","0","2","13","11","3","15","0","4","3","12"
"LOC110675774","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110676747","2","1","0","0","0","0","7","6","3","2","0","4","0","3"
"LOC5577110","12","28","14","57","7","13","26","4","5","2","61","97","77","70"
"LOC110676748","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"LOC5566092","214","207","258","7704","3882","4137","3369","5344","2989","3905","1631","1883","5326","6478"
"LOC110675775","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"LOC5578614","5","1","5","1043","257","349","42","138","47","85","18","55","4","216"
"LOC5564147","78","61","76","6","21","40","22","42","10","10","28","32","45","62"
"LOC110676750","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"LOC110676749","0","0","0","6","0","0","1","0","0","1","0","0","37","152"
"LOC5566511","100","199","83","983","59","64","309","233","174","257","23","17","23","21"
"LOC5576430","38","26","30","0","7","0","30","8","19","36","80","115","111","139"
"LOC5576426","19","21","26","105","5","26","83","51","44","47","754","714","330","496"
"LOC110676751","0","3","2","0","0","0","0","0","0","0","0","0","0","0"
"LOC110676752","0","0","1","0","0","0","1","0","0","1","0","2","1","1"
"LOC5576425","22","39","30","45","3","0","33","18","25","6","104","65","80","72"
"LOC5576429","1","2","1","653","121","83","624","75","146","418","38","46","286","331"
"LOC5576424","1","0","1","2","2","2","298","153","55","107","1","15","23","25"
"Trnai-aau_16","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675194","0","1","0","0","5","9","0","30","8","17","3","0","0","8"
"LOC5576427","105","80","194","29","6","14","61","49","12","45","89","150","149","198"
"LOC5565689","51","64","63","163","86","225","40","33","20","8","71","135","151","212"
"LOC110676753","3","6","6","0","0","0","0","0","0","0","19","16","2","14"
"LOC5565693","53","29","65","221","27","42","0","4","2","5","70","77","30","111"
"LOC5565685","0","0","0","692","370","395","0","0","0","0","1","1","3","0"
"LOC110675783","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"LOC110676697","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5577732","5","5","4","1097","418","726","16","30","28","46","20","9","64","14"
"LOC5577726","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"LOC5577731","0","0","0","0","2","0","0","0","0","0","0","0","0","1"
"LOC5577727","0","0","0","0","0","0","0","0","0","0","1","0","10","8"
"LOC5577728","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"LOC5577734","173","544","179","281","21","74","52","19","16","27","76","112","61","58"
"LOC110676754","3","1","0","0","0","0","0","0","0","0","31","34","13","74"
"LOC5578321","95","45","98","6","29","42","76","56","75","105","155","271","213","288"
"LOC5578318","246","208","280","1","30","33","92","48","41","129","123","173","134","138"
"LOC110675784","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110676755","43","20","56","0","0","0","0","0","0","0","0","0","0","0"
"LOC110676756","2","6","3","17","0","0","3","0","0","0","0","5","0","0"
"LOC5565281","2","3","4","0","17","11","93","110","63","93","31","30","52","95"
"LOC110676757","7","6","6","21","0","0","14","5","1","0","11","13","10","9"
"LOC5565279","376","351","408","515","127","324","511","544","263","352","367","403","2069","3398"
"LOC5578320","21","27","33","0","27","0","83","88","28","137","152","237","2","97"
"LOC5565282","36","44","53","389","481","515","1063","1038","824","1264","209","279","100","60"
"LOC5578317","180","147","265","211","35","0","10","17","0","14","73","108","89","202"
"LOC5578315","95","207","75","419","198","172","2102","3397","2050","2942","9","36","6","47"
"LOC5576176","85","61","117","0","13","37","21","7","7","8","34","42","49","109"
"LOC110676758","0","1","1","0","17","0","0","0","3","0","8","21","41","37"
"LOC5565526","0","0","0","0","1","0","0","0","0","0","0","0","0","2"
"LOC110676759","0","0","0","0","1","0","0","1","0","0","0","0","0","1"
"LOC5565525","0","0","0","0","1","0","0","0","0","0","46","27","0","0"
"LOC5571957","1","0","1","0","1","0","54","27","19","36","27","2","3","23"
"LOC5571954","0","0","0","0","0","0","14","0","0","3","3","0","0","1"
"LOC110675195","0","0","0","0","0","0","0","0","1","1","0","4","0","0"
"LOC5571955","368","454","424","11","46","112","123","150","62","105","132","164","179","230"
"LOC5568251","0","0","1","1058","588","716","1","0","1","4","29","30","1059","1104"
"LOC110676760","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5564674","3","13","6","364","146","342","86","116","74","79","21","14","84","74"
"LOC110676761","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5564677","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110676762","0","0","4","0","0","2","0","8","8","0","26","10","0","20"
"LOC5568249","0","0","1","0","0","10","0","0","0","0","0","1","359","359"
"LOC110675792","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5568248","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5568247","304","268","335","190","123","313","174","233","87","195","323","604","157","215"
"LOC110676764","7","22","8","195","23","70","8","23","4","16","48","77","30","57"
"LOC110676763","0","0","0","58","0","13","0","0","1","1","2","0","2365","3551"
"LOC5568246","2","1","4","1387","302","603","182","194","124","135","64","84","87","200"
"LOC5568245","100","52","149","62","21","14","34","50","28","28","210","167","4","97"
"LOC5568244","130","154","188","389","60","178","142","120","46","86","91","112","156","139"
"LOC110675793","3","0","1","0","0","0","0","0","0","0","0","3","0","2"
"LOC110675196","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"LOC5568239","1156","1128","1277","121","15","24","77","98","105","141","142","212","108","174"
"LOC5568241","46","67","95","385","149","264","113","169","103","185","719","669","586","1000"
"LOC5568234","83","80","89","114","92","153","157","282","133","85","156","294","230","530"
"LOC5568235","6","1","17","0","0","0","0","14","0","0","123","176","310","656"
"LOC110676765","2","1","1","261","8","20","0","0","4","0","4","6","7264","6333"
"LOC5568237","93","72","133","37","7","22","31","28","19","25","868","552","63","146"
"LOC5568238","216","332","237","0","16","1","49","45","6","41","49","80","241","253"
"LOC5568230","17","17","33","118","28","53","160","160","132","149","71","101","45","62"
"LOC5568232","2","4","4","179","3","37","0","3","0","5","13","11","40","54"
"LOC110676766","0","0","0","0","0","1","12","35","5","3","0","0","1","0"
"LOC5568231","12","16","31","196","86","80","12","7","7","3","106","76","28","35"
"LOC5568233","51","119","59","153","76","54","113","166","99","161","68","180","215","314"
"LOC110676767","2","0","0","0","4","0","14","0","0","0","2","2","12","13"
"LOC5565118","217","372","192","0","93","181","152","97","208","351","0","1","2","1"
"LOC5565121","77","82","99","44","20","7","45","64","31","41","89","171","283","871"
"LOC5565119","5","11","4","193","30","30","6","78","13","48","128","154","175","212"
"LOC5565120","127","123","163","117","6","2","20","0","1","11","15","80","4","26"
"LOC5573654","157","210","154","0","79","1","163","54","116","145","299","401","100","160"
"LOC110676768","2","0","3","0","0","0","1","0","0","0","0","0","0","2"
"LOC5569309","131","92","150","275","75","127","108","138","88","89","491","723","941","1609"
"LOC110675804","1","2","2","0","0","0","0","0","0","0","0","0","0","0"
"LOC5569344","297","286","431","117","9","0","155","120","79","178","1080","1180","1409","1781"
"LOC5569333","101","79","119","294","311","183","1298","2314","1567","2096","63","87","26","31"
"LOC5569343","44","85","98","0","6","16","97","108","47","139","458","530","400","397"
"LOC5569342","208","213","273","526","65","243","118","115","77","88","101","136","185","133"
"LOC110676769","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5579391","82","71","69","159","53","92","100","165","52","136","251","209","171","273"
"LOC5569335","1","0","0","2816","3851","2169","13","34","5","8","52","76","87","331"
"LOC110676771","0","0","0","0","0","0","0","0","0","0","0","0","0","5"
"LOC110676770","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"LOC110676772","1","1","0","0","3","0","4","0","1","3","1","1","2","1"
"LOC5569340","403","638","368","157","50","174","71","76","29","62","67","84","60","111"
"LOC5569339","56","41","69","248","139","108","489","862","348","418","515","648","340","447"
"LOC5569338","219","228","248","381","143","73","370","476","315","369","326","549","837","552"
"LOC5569337","33","43","42","3","36","9","89","104","53","97","286","314","356","625"
"LOC110676774","1","1","2","4","0","0","0","0","0","1","1","3","7","1"
"LOC110676775","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"LOC5569310","81","50","84","396","448","263","2092","2510","1407","1756","1062","822","714","623"
"LOC5576637","0","0","0","0","0","0","0","0","0","0","0","0","17","17"
"LOC110676777","1","5","3","22","1","28","11","6","18","33","18","37","14","39"
"LOC110675197","0","0","0","1","0","0","0","0","1","0","1","0","1","0"
"LOC110675807","0","0","1","0","0","0","0","0","0","4","0","0","0","0"
"LOC5576645","0","0","0","0","0","0","0","11","0","1","0","0","0","0"
"LOC5576644","1","1","0","0","0","0","1","6","0","0","0","3","0","4"
"LOC110675198","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5576642","1871","1844","1894","1936","1012","1543","313","343","208","334","283","344","375","669"
"LOC5580259","2082","1105","2094","538","204","217","1570","2026","1306","1855","1891","2415","940","1396"
"LOC5580262","2517","3606","2546","1","12","26","170","122","115","146","189","279","177","437"
"LOC110675814","0","1","2","0","1","1","0","1","1","0","142","172","104","152"
"LOC5580260","273","233","248","114","89","186","139","103","104","140","688","528","301","672"
"LOC5580255","217","134","232","448","145","360","84","107","44","118","268","394","245","468"
"LOC5564190","78","57","91","0","2","1","33","76","4","23","90","115","52","334"
"LOC5564192","1","0","0","0","21","159","18","11","26","16","7","6","13","11"
"LOC5570628","0","1","0","0","0","0","0","0","0","0","0","0","14","29"
"Trnas-aga_43","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675199","0","0","0","0","0","0","1","0","5","0","5","0","0","0"
"LOC5570627","0","0","0","0","0","0","0","0","0","0","53","41","41","68"
"LOC23687770","0","0","2","1","0","0","0","0","0","0","34","10","5","34"
"LOC5574657","0","0","0","231","2","4","0","2","4","0","2","2","765","851"
"LOC5570631","1","3","3","0","0","0","8","23","5","5","40","13","4","5"
"LOC5574656","38","37","66","238","86","282","169","145","66","111","930","415","207","281"
"LOC5574655","0","0","0","16","20","31","488","537","329","303","10","51","5","27"
"LOC110676778","5","2","3","0","8","15","41","77","45","55","19","43","0","7"
"LOC5570638","72","70","64","212","32","27","47","33","30","35","81","179","305","425"
"LOC5570636","109","151","136","204","7","13","31","37","9","42","167","281","226","464"
"LOC5570635","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5570634","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675815","0","0","0","0","0","0","0","0","0","0","0","0","0","9"
"LOC110676780","0","0","0","0","0","0","0","0","0","0","0","0","12","13"
"LOC110676781","0","0","0","49","17","8","0","0","0","0","2","7","1012","1534"
"LOC5571380","0","0","0","0","1","0","0","0","0","0","0","0","5","34"
"LOC110675200","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110676782","0","0","0","8","6","35","5","12","0","0","2","4","2","9"
"LOC23687823","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675201","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675202","0","0","0","0","0","0","0","0","0","0","3","1","0","0"
"LOC5577129","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC110675822","3","0","3","0","0","0","0","0","0","0","8","0","0","0"
"LOC110675823","0","0","0","0","0","0","0","0","0","0","1","4","0","0"
"LOC5564478","99","85","116","0","5","0","86","43","62","85","659","689","621","1620"
"LOC110675824","2","1","1","0","0","0","0","0","0","0","2","0","4","1"
"LOC5564477","94","96","122","411","199","348","219","244","143","207","983","769","551","1154"
"LOC110676786","0","0","0","0","0","0","0","0","0","0","0","1","4","0"
"LOC5574680","0","2","1","35","5","1","0","0","0","0","1","0","0","0"
"LOC5574679","0","0","0","0","5","0","0","0","0","0","8","2","0","28"
"LOC110675203","0","0","0","19","5","0","0","0","0","2","1","2","80","165"
"LOC5574678","0","0","0","56","5","0","0","0","0","5","0","4","233","392"
"Trnaf-aaa_4","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"LOC5574677","405","426","359","543","518","229","352","348","202","365","800","655","1001","841"
"LOC5574676","213","177","242","99","21","51","217","189","201","243","502","999","546","1257"
"LOC5574681","9","7","15","0","0","0","0","0","0","0","27","69","119","297"
"LOC5574675","42","73","48","0","0","0","349","374","211","323","28","12","1","19"
"LOC5574682","198","190","237","1","11","22","546","931","576","662","957","1183","192","550"
"LOC110676788","0","0","0","332","0","8","0","0","3","0","6","2","2450","4606"
"LOC5568445","4","3","2","0","0","0","6","0","0","0","5","1","6","51"
"LOC5576056","23","14","39","180","59","108","98","150","64","103","40","74","63","28"
"LOC110676789","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5576051","3","3","2","16","6","0","22","22","27","46","19","22","32","27"
"Trnav-aac_12","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5578973","7","5","7","0","0","0","2","13","2","0","8","8","0","89"
"LOC5578971","0","0","0","142","0","0","0","0","3","1","3","2","4807","6488"
"LOC5576054","145","181","218","175","84","76","530","701","568","536","368","467","501","583"
"LOC5565517","86","120","119","74","13","26","16","23","5","26","9","16","44","69"
"LOC110676791","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5565516","19","18","27","8","3","8","12","16","4","27","344","263","21","73"
"LOC5576060","361","525","392","91","98","21","224","141","105","173","397","472","316","543"
"LOC110676792","0","0","0","0","0","0","0","0","0","0","0","0","0","4"
"LOC110676793","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5564673","1859","1476","1867","142","13","41","83","104","92","74","10","51","13","54"
"LOC5564671","118","118","131","326","79","149","265","332","210","308","915","814","604","951"
"LOC110675825","4","4","5","0","1","0","3","1","0","0","6","4","0","2"
"LOC5564672","90","192","88","54","49","64","247","171","112","208","40","56","255","254"
"LOC110676794","22","16","55","0","0","0","0","0","0","7","1030","857","313","442"
"LOC110676796","0","0","0","0","1","1","0","0","0","0","0","3","0","0"
"LOC5572620","3","4","1","0","1","4","1","0","0","0","5","1","1","13"
"LOC5572619","1","1","3","80","23","23","11","41","21","27","19","7","47","84"
"LOC5572621","0","1","0","0","0","0","0","5","5","3","4","0","0","1"
"LOC5572618","0","1","0","0","0","0","22","4","2","16","1","10","0","0"
"LOC5572617","84","159","74","120","184","187","336","285","197","92","47","37","136","218"
"LOC5572622","61","126","73","70","64","90","315","205","118","215","79","47","220","282"
"LOC5572624","53","53","77","50","5","4","37","56","35","26","175","205","176","264"
"LOC5572625","473","565","553","1","11","33","25","4","10","44","39","73","96","260"
"LOC110676798","0","1","0","0","0","0","3","0","0","0","0","0","0","0"
"LOC5572626","3","2","3","65","9","23","0","0","0","7","0","3","1","16"
"LOC5577117","0","0","0","0","0","0","0","0","0","2","2","0","0","0"
"LOC5572627","338","274","417","126","198","262","506","602","277","451","563","822","946","1026"
"LOC5577127","3","4","0","33","13","98","0","0","7","0","1","0","6","3"
"LOC5577126","139","241","198","0","2","0","10","3","18","9","41","47","4","22"
"LOC5578313","2042","1134","2306","749","403","318","1946","2243","1164","1798","2127","2451","1277","803"
"LOC110675828","6","2","5","0","0","0","0","1","1","0","1","0","0","0"
"LOC5577124","43","40","50","1","23","5","37","32","11","12","39","57","22","106"
"LOC5578314","47","31","50","0","17","172","10","15","17","2","66","81","49","134"
"LOC110676799","0","0","5","3","1","0","2","0","0","0","0","0","1","3"
"LOC110675829","4","2","6","0","0","0","0","1","3","0","6","11","0","0"
"LOC5577122","62","56","90","35","27","6","43","30","23","27","163","214","148","314"
"LOC5578308","102","96","109","0","41","23","53","85","67","61","206","259","194","576"
"LOC110675830","4","5","1","0","0","0","0","0","0","0","0","0","0","0"
"LOC5577120","62","47","94","49","23","0","42","50","24","57","192","334","190","404"
"LOC110676801","5","5","2","0","0","0","0","0","0","0","0","0","0","0"
"LOC5575974","75","67","91","88","18","1","9","44","14","18","83","168","138","264"
"LOC5574478","568","535","722","328","20","23","105","94","60","98","158","365","110","81"
"LOC5575975","36","54","40","100","11","34","20","52","31","12","34","41","33","29"
"LOC110675831","0","0","0","0","0","0","0","0","0","0","0","3","0","0"
"LOC5575982","56","155","62","481","225","342","349","404","235","446","40","87","137","446"
"LOC110676802","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5575977","0","0","0","2","3","11","717","569","435","361","3","2","34","2"
"LOC5575978","0","0","0","3","5","10","3350","2692","2080","1301","9","10","125","14"
"LOC5567296","1","0","1","4","6","12","4523","3846","2612","1901","7","4","77","23"
"LOC5575980","692","595","781","80","35","70","204","204","228","217","359","652","689","738"
"LOC5566251","2","3","5","15","101","70","648","1362","562","825","2","3","5","26"
"LOC5576860","18","15","13","1","1","24","6","15","8","15","52","89","42","68"
"LOC110675832","0","2","0","0","0","0","0","0","0","0","3","1","0","4"
"LOC5576862","98","78","123","196","75","101","145","192","142","227","175","363","339","753"
"LOC110676803","13","8","11","1","2","15","1","2","7","18","2","4","3","1"
"LOC5576861","184","98","310","534","72","160","189","290","84","169","286","474","628","996"
"LOC5576865","97","80","104","0","14","19","75","48","14","67","291","310","408","697"
"LOC23687506","3","2","7","0","0","0","0","0","0","0","2","0","2","1"
"LOC110676804","3","0","0","0","0","0","0","0","0","0","1","0","1","0"
"LOC110675834","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5577187","200","179","219","106","6","12","20","26","9","20","63","118","726","640"
"LOC110676805","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"LOC5577184","67","87","98","670","259","373","88","83","35","107","102","65","131","88"
"LOC5577186","35","22","63","751","276","200","118","104","46","120","665","461","608","1475"
