"GeneID","SRR1568262","SRR1568263","SRR1568264","SRR6311328","SRR6311361","SRR6311362","SRR6311363","SRR6311364","SRR6311365","SRR6311366","SRR6311393","SRR6311394","SRR6311395","SRR6311396"
"AAEL013243","17","9","13","0","11","74","37","52","90","66","54","59","45","96"
"AAEL022101","0","0","0","0","0","0","0","0","0","0","12","2","0","0"
"AAEL000384","0","0","1","0","6","0","1","7","0","0","1","1","0","0"
"AAEL013245","5","2","12","214","19","3","420","572","438","162","0","5","28","103"
"AAEL023035","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL025542","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"AAEL019601","5","18","4","57","20","30","23","43","5","5","0","14","221","450"
"AAEL013546","163","90","233","506","259","320","293","229","94","227","655","880","283","266"
"AAEL013545","9","4","10","33","19","32","20","12","15","9","42","60","6","33"
"AAEL026044","1","2","0","112","36","34","7297","24989","15299","16509","8","20","44","22"
"AAEL012704","0","0","1","105","29","52","162","166","124","150","7","2","7","10"
"AAEL026023","47","44","37","3","6","6","1899","3689","2242","2418","2","5","9","21"
"AAEL025252","0","2","0","1","0","0","6","198","113","63","1","0","2","0"
"AAEL012703","0","0","0","0","0","0","5","701","247","126","0","0","1","3"
"AAEL018247","0","1","0","0","3","0","29","1977","795","544","7","2","5","2"
"AAEL021449","7","13","8","2","1","1","13","7","2","4","21","10","12","21"
"AAEL003777","324","574","394","185","67","134","23","22","9","54","36","45","50","100"
"AAEL003801","88","120","143","107","77","101","89","160","143","124","228","300","204","211"
"AAEL020930","0","0","2","0","0","0","0","0","0","0","7","3","7","73"
"AAEL003794","71","101","66","181","12","48","17","30","9","31","78","60","28","26"
"AAEL024720","565","431","599","420","69","104","209","182","95","92","340","560","283","479"
"AAEL018307","98","75","106","155","4","0","40","64","0","23","71","85","13","146"
"AAEL020819","8","7","9","17","0","19","10","2","6","12","12","28","27","29"
"AAEL027937","4","6","7","0","0","0","0","0","0","0","47","55","194","117"
"AAEL023584","6","9","13","0","0","0","0","0","0","0","1","0","0","0"
"AAEL003785","349","343","365","169","36","43","102","152","89","212","88","226","306","696"
"AAEL003797","82","31","121","0","3","0","2","0","0","0","109","86","200","610"
"AAEL022767","0","4","5","6","0","0","1","3","0","8","127","87","10","13"
"AAEL024960","19","11","46","0","4","0","0","0","2","0","97","93","260","353"
"AAEL025468","69","64","76","15","8","14","33","12","28","9","129","239","260","285"
"AAEL019560","1245","1304","1534","43","26","9","49","57","47","61","84","102","44","180"
"AAEL003773","1","0","0","0","8","14","0","4","0","0","222","215","71","61"
"AAEL023770","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL003779","357","301","434","0","29","116","61","79","25","21","117","114","124","234"
"AAEL010465","46","62","60","1","18","30","78","90","28","89","52","84","194","258"
"AAEL010474","57","52","68","15","49","33","163","92","106","134","228","345","227","458"
"AAEL010472","8","6","6","52","2","18","15","13","18","23","14","13","18","33"
"AAEL010470","128","105","205","1536","671","1520","530","489","199","460","3525","2601","271","641"
"AAEL021990","1","0","0","0","0","0","0","0","0","1","0","1","0","0"
"AAEL010473","67","70","121","86","44","167","217","154","122","262","409","211","228","279"
"AAEL010464","946","753","1041","1950","989","1429","13005","22001","8210","15265","717","1285","404","735"
"AAEL023327","155","137","143","20","32","57","183","170","106","161","776","533","257","389"
"AAEL010469","36","22","39","85","24","21","5","4","16","7","50","44","39","62"
"AAEL023675","76","136","133","260","27","73","34","80","30","37","40","58","262","348"
"AAEL025487","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL027464","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL023831","5","3","3","0","0","0","0","0","0","0","0","0","0","1"
"AAEL026328","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"AAEL022885","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL021917","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL023383","0","3","2","0","0","0","0","0","2","0","15","11","0","0"
"AAEL010468","36","48","47","0","3","0","21","12","1","18","313","187","25","46"
"AAEL010467","4706","5140","5002","884","393","911","1982","1564","810","1377","901","1126","917","1777"
"AAEL015355","3","1","1","0","0","0","2","3","1","0","3","7","0","5"
"AAEL028161","62","97","45","0","12","1","25","17","9","21","3","18","19","19"
"AAEL020215","7","2","5","0","2","1","0","1","0","0","38","69","11","130"
"AAEL010471","1","1","0","0","2","0","0","0","1","0","0","2","0","35"
"AAEL010462","0","0","1","0","9","13","0","0","0","3","1","4","0","4"
"AAEL022870","0","0","1","1","0","0","0","3","0","0","0","0","4","15"
"AAEL024359","3","1","3","208","21","36","2","0","9","1","8","10","8","23"
"AAEL008422","175","118","238","6","20","58","27","33","18","45","521","415","281","326"
"AAEL008428","6","8","5","174","13","84","3","0","4","2","23","7","1663","4639"
"AAEL008427","38","72","43","104","31","56","133","116","86","97","563","740","399","685"
"AAEL015151","38","16","45","349","127","176","271","195","77","260","70","179","127","171"
"AAEL020329","1","2","1","0","0","0","0","0","0","0","1","4","1","86"
"AAEL012926","7","9","19","1","0","0","0","1","0","0","2","3","9","36"
"AAEL012924","53","53","54","7","24","41","97","61","54","60","629","347","166","230"
"AAEL012925","162","142","208","136","200","268","229","299","149","246","420","533","263","651"
"AAEL013462","17","14","29","0","12","12","5","21","21","25","115","105","149","85"
"AAEL021081","1","2","0","0","0","0","0","0","1","0","0","0","0","1"
"AAEL027966","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL013461","75","78","94","2092","765","1359","313","396","193","314","822","929","592","1458"
"AAEL027201","2","0","3","0","0","0","0","0","0","0","0","0","0","0"
"AAEL013458","415","274","569","2312","3267","1290","163","228","122","161","1102","1312","435","662"
"AAEL013460","91","108","149","126","43","168","89","89","69","38","174","170","392","388"
"AAEL013463","56","86","103","0","7","1","53","27","13","2","37","18","7","20"
"AAEL009911","120","170","140","22","16","9","100","85","50","69","136","144","49","79"
"AAEL009912","176","192","191","1","20","12","128","116","74","112","409","545","215","437"
"AAEL023347","289","305","332","263","100","126","682","647","520","777","742","875","768","797"
"AAEL020387","40","38","35","0","14","1","19","41","1","48","120","125","9","91"
"AAEL020396","0","0","4","0","0","0","3","10","1","6","1","1","0","0"
"AAEL009918","50","42","72","0","2","1","3","20","21","26","69","105","278","745"
"AAEL009913","243","172","305","135","101","166","242","233","194","269","787","1409","685","1368"
"AAEL009908","32","38","37","70","19","8","57","43","28","52","106","113","128","162"
"AAEL009915","19","45","15","17","0","0","1","0","0","1","5","0","6","35"
"AAEL009916","59","31","90","0","24","17","40","32","8","46","175","284","476","495"
"AAEL009899","73","102","75","540","90","64","499","261","329","370","67","117","411","354"
"AAEL019534","660","582","928","0","10","4","34","38","28","74","292","405","232","306"
"AAEL018187","390","345","497","0","1","0","4","23","3","37","82","158","80","148"
"AAEL019439","10","6","16","7286","2946","5378","1","3","3","4","76","63","5","8"
"AAEL019438","0","7","10","1807","576","1091","2","0","1","0","48","49","3","5"
"AAEL025069","1","1","2","0","0","0","0","0","0","0","0","0","0","0"
"AAEL009904","0","0","0","4013","3831","5068","0","0","0","2","7","3","1","1"
"AAEL009906","2","1","0","1590","634","1050","74","44","47","86","18","10","38","31"
"AAEL020472","0","0","0","108","80","126","0","0","0","0","12","6","56","124"
"AAEL009898","83","137","113","262","151","214","376","344","196","296","254","279","692","506"
"AAEL009914","144","181","156","52","11","13","130","107","74","140","478","504","313","624"
"AAEL025119","3","2","4","0","0","1","0","0","0","0","68","48","9","4"
"AAEL009909","108","129","138","208","101","0","105","255","84","119","96","123","82","50"
"AAEL028094","0","0","0","0","0","0","1","0","0","0","0","5","121","159"
"AAEL002999","152","185","161","2","10","37","82","8","38","49","17","18","66","69"
"AAEL003018","0","2","0","184","346","496","61","45","11","95","94","99","45","106"
"AAEL021117","0","0","1","0","0","0","0","0","0","0","19","14","25","31"
"AAEL028229","3","0","0","177","56","120","28","37","0","3","22","5","184","218"
"AAEL002996","59","63","76","318","30","48","159","218","48","125","105","233","194","370"
"AAEL003000","1","0","1","0","0","1","3","0","0","2","0","1","1","3"
"AAEL003012","0","0","0","0","0","0","0","0","0","0","3","102","0","0"
"AAEL003002","1","1","1","0","0","0","0","0","0","6","0","0","0","0"
"AAEL020634","177","140","205","208","75","111","29","17","1","36","48","73","24","78"
"AAEL026157","0","0","0","0","0","0","12","0","0","0","1","3","0","0"
"AAEL015609","0","0","0","208","169","159","0","4","0","0","10","14","22","6"
"AAEL023182","337","318","375","569","197","484","307","334","133","251","550","900","581","1090"
"AAEL026455","1","1","1","0","1","0","0","0","0","0","264","226","47","140"
"AAEL024703","4","2","3","0","0","0","0","2","0","0","7","2","3","12"
"AAEL026183","3","10","3","0","3","0","0","0","0","0","128","108","129","253"
"AAEL002989","81","68","98","65","25","17","64","35","24","49","171","227","220","251"
"AAEL003004","19","27","23","35","4","9","13","0","14","10","78","141","89","98"
"AAEL021617","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL026789","4","2","1","0","0","2","2","14","3","5","4","11","27","15"
"AAEL027953","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL022145","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL002993","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL003016","1","0","1","0","1","3","2","3","1","0","1","1","7","7"
"AAEL003008","144","147","184","0","8","0","51","35","31","13","151","316","158","149"
"AAEL028049","9","11","7","0","3","1","11","13","7","10","232","225","74","40"
"AAEL012038","60","47","69","86","11","7","48","37","22","54","130","189","447","645"
"AAEL012040","48","46","68","62","13","29","35","41","23","70","206","313","1595","2763"
"AAEL012037","22","26","10","0","72","55","15","10","18","3","7","31","0","9"
"AAEL012036","3","16","11","214","61","16","37","16","14","18","81","121","263","409"
"AAEL012041","5","9","14","265","757","418","61","90","31","20","19","51","20","87"
"AAEL012039","143","262","179","99","5","26","52","11","26","43","35","52","42","24"
"AAEL024707","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"AAEL009722","71","53","82","943","480","618","2258","3265","1523","1518","423","658","737","717"
"AAEL020362","3","3","2","164","11","33","80","104","67","107","9","30","40","21"
"AAEL009719","262","245","345","338","189","216","224","236","157","257","229","510","419","495"
"AAEL009720","145","118","199","22","11","25","136","90","43","92","108","123","132","173"
"AAEL021238","3","2","3","2","0","0","0","2","4","1","0","0","0","0"
"AAEL009724","39","38","56","2","10","32","51","48","7","52","299","281","88","97"
"AAEL009725","59","68","87","0","5","0","30","23","0","28","74","121","71","124"
"AAEL009727","21","32","43","76","0","50","71","33","13","44","208","217","214","254"
"AAEL023391","67","49","70","78","8","1","71","33","42","88","271","401","280","663"
"AAEL000982","52","58","68","90","35","9","90","54","43","38","187","220","216","268"
"AAEL016982","1121","1474","1155","712","164","224","1225","869","518","894","1297","1508","960","1048"
"AAEL026867","13","12","7","797","88","312","76","143","71","109","16","9","16","88"
"AAEL001005","2083","1755","2194","1439","463","601","5101","8647","4100","5368","516","763","1051","1500"
"AAEL025040","1","8","1","83","5","0","9","23","1","22","0","5","0","0"
"AAEL020286","6","19","5","0","5","6","2","2","1","1","1","0","0","0"
"AAEL001009","220","112","247","208","84","363","70","177","100","218","150","304","742","663"
"AAEL000983","117","181","155","216","95","163","222","152","171","265","724","660","413","788"
"AAEL021520","7","9","4","273","91","387","85","21","18","31","42","41","14","74"
"AAEL023811","0","1","0","0","0","7","0","0","0","0","1","0","0","0"
"AAEL025088","1","1","3","0","1","0","0","1","0","0","0","0","5","1"
"AAEL027252","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL024440","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL026992","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL028186","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL000997","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL025290","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"AAEL000980","45","25","62","58","3","20","5","9","1","4","94","158","524","727"
"AAEL021007","4","4","6","1","0","0","0","0","0","0","0","0","1","0"
"AAEL025533","27","49","40","2","36","16","135","119","80","41","280","329","336","521"
"AAEL021176","59","45","59","392","91","109","259","176","53","165","279","425","538","612"
"AAEL019505","0","2","0","1","0","0","1","2","0","0","4","6","52","97"
"AAEL019506","653","806","699","10","30","88","97","111","79","62","435","965","115","408"
"AAEL020934","0","0","0","0","0","0","0","0","0","0","2","0","0","10"
"AAEL026287","1","1","0","0","18","0","7","0","0","0","12","9","1","15"
"AAEL007078","778","947","880","310","48","92","316","361","194","208","248","413","408","377"
"AAEL024897","1","0","1","0","0","0","0","0","0","0","0","0","6","3"
"AAEL021980","6","2","4","0","1","0","0","6","9","0","11","52","7","13"
"AAEL022194","94","59","109","175","52","6","134","174","132","163","303","466","427","458"
"AAEL021734","136","93","180","354","253","124","187","360","224","204","147","223","451","718"
"AAEL026589","95","78","148","0","12","0","28","14","3","7","52","59","9","10"
"AAEL014763","46","19","40","66","32","15","60","78","48","50","116","155","123","214"
"AAEL014761","1","4","3","208","35","48","21","12","0","5","50","93","148","475"
"AAEL014762","67","73","107","544","275","174","132","106","53","80","120","144","877","801"
"AAEL025131","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL020431","18","7","21","0","0","0","0","0","0","0","8","12","19","25"
"AAEL020628","0","0","0","21","0","13","0","0","1","1","0","1","6","8"
"AAEL014408","456","427","392","68","35","22","317","299","113","342","121","191","258","495"
"AAEL012437","118","72","153","52","20","98","60","24","40","31","206","276","294","317"
"AAEL012447","1","0","0","0","0","0","3","0","1","1","0","0","0","11"
"AAEL024953","47","59","75","168","310","45","69","110","65","76","64","124","136","121"
"AAEL021288","459","663","469","187","31","104","98","155","37","118","62","181","137","224"
"AAEL012443","7","2","8","1","24","36","11","38","20","54","11","15","5","4"
"AAEL012438","9","19","13","11","16","1","20","13","5","9","22","44","62","28"
"AAEL012439","48","46","85","62","43","51","379","443","243","339","310","447","212","246"
"AAEL012440","17","16","36","82","6","2","33","18","16","12","111","99","76","113"
"AAEL024070","176","156","182","0","2","0","29","30","39","40","120","118","38","59"
"AAEL012448","99","103","92","167","16","43","75","45","52","53","483","372","1358","1287"
"AAEL012442","122","224","171","71","9","2","18","38","19","22","28","37","59","151"
"AAEL012446","438","632","532","270","113","185","89","91","59","55","51","103","172","293"
"AAEL027262","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL014946","31","15","39","59","49","3","130","236","61","112","273","235","286","242"
"AAEL014945","1","2","2","0","3","1","5","0","3","7","67","108","43","129"
"AAEL022490","22","26","49","48","106","74","87","104","64","133","231","516","647","751"
"AAEL024602","27","13","45","37","46","58","6","41","0","17","38","112","43","62"
"AAEL015048","249","233","319","58","14","29","83","109","24","99","394","613","420","661"
"AAEL009579","46","54","57","25","3","13","34","62","28","47","475","316","168","279"
"AAEL009584","98","81","120","157","50","11","132","59","57","40","262","524","279","293"
"AAEL023148","53","39","89","836","369","515","919","1352","845","1159","69","119","20","114"
"AAEL020483","0","0","0","0","1","0","2","0","2","0","0","0","0","0"
"AAEL022911","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL025602","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL026027","25","49","21","179","80","75","48","142","48","104","16","37","50","89"
"AAEL003100","0","0","0","0","0","0","0","0","1","0","9","0","41","22"
"AAEL003107","1","1","0","0","1","0","0","0","0","2","0","0","20","10"
"AAEL003109","171","163","230","337","398","626","203","148","135","110","218","343","512","1077"
"AAEL020196","148","156","182","0","10","1","68","20","19","49","79","168","112","236"
"AAEL021950","426","368","518","1","16","0","201","51","38","63","62","124","130","205"
"AAEL011261","173","158","213","47","6","5","7","28","7","5","35","95","133","236"
"AAEL023091","2","1","6","38","1","0","0","0","0","0","0","0","1","0"
"AAEL011264","61","41","71","19","116","96","73","211","113","141","93","76","70","125"
"AAEL011263","2","0","1","5","21","1","105","34","24","63","3","2","33","37"
"AAEL011260","0","0","0","0","0","0","0","0","0","0","0","0","3","5"
"AAEL027581","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL011268","0","0","0","0","0","0","0","0","0","0","0","1","227","258"
"AAEL022734","5","12","6","1","8","32","39","15","7","11","4","17","49","188"
"AAEL027424","5","4","1","107","21","26","45","39","28","24","16","14","55","32"
"AAEL021524","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL026218","129","195","159","27","18","22","82","71","34","51","223","337","99","158"
"AAEL021560","0","0","0","2","0","0","0","0","0","0","0","0","17","78"
"AAEL007483","2","2","5","52","31","135","0","0","1","11","13","13","4","1"
"AAEL007493","6","6","6","0","6","12","0","0","1","0","3","6","20","15"
"AAEL007501","249","209","263","189","71","147","202","195","177","254","302","541","451","647"
"AAEL007494","94","81","106","990","467","480","403","502","320","478","639","844","930","799"
"AAEL007484","351","287","342","881","197","248","534","674","386","460","240","490","508","762"
"AAEL007482","51","46","57","0","6","1","60","57","29","73","146","161","164","268"
"AAEL007500","1","3","2","578","399","643","10","1","15","11","8","45","4","18"
"AAEL022232","26","13","38","0","6","7","18","9","7","2","16","15","0","37"
"AAEL015338","168","121","197","2","23","47","31","16","20","41","277","366","195","293"
"AAEL026845","0","1","0","36","34","17","1","7","0","0","5","7","0","3"
"AAEL027930","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"AAEL007480","49","33","73","77","32","87","26","76","29","34","73","102","59","170"
"AAEL007481","8","11","11","1","22","16","80","133","56","150","171","199","332","411"
"AAEL007492","46","45","72","0","23","9","118","72","46","59","1564","1014","335","703"
"AAEL022065","98","92","109","45","6","15","53","79","24","33","458","564","356","408"
"AAEL024337","16","14","10","189","132","162","40","3","33","21","47","28","128","144"
"AAEL007487","93","70","109","44","2","6","24","7","1","13","115","94","246","297"
"AAEL021513","89","71","85","0","1","0","0","2","0","1","3","4","0","8"
"AAEL026565","376","220","337","3820","1760","1908","2373","2964","1857","2198","982","1106","366","631"
"AAEL023156","1","9","2","42","1","0","32","0","5","1","29","14","1","35"
"AAEL026281","2","1","4","0","0","0","0","0","0","0","0","0","0","0"
"AAEL007495","1","1","2","34","63","28","22","23","12","10","22","19","361","449"
"AAEL024535","31","24","44","0","0","0","29","32","24","29","12","9","0","8"
"AAEL021555","3","2","4","179","67","67","31","18","5","3","7","77","13","20"
"AAEL026113","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"AAEL019433","0","1","1","0","0","4","0","0","0","0","0","21","23","93"
"AAEL022347","4","3","3","0","0","0","0","0","0","0","0","0","0","0"
"AAEL014544","0","1","0","1","1","1","78","12","7","177","6","17","48","0"
"AAEL026836","0","0","0","0","0","0","0","0","0","0","0","0","3","27"
"AAEL027769","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL020384","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"AAEL010891","18","17","20","0","13","26","39","51","11","40","87","86","100","68"
"AAEL010885","79","50","98","1","12","34","16","6","17","15","74","231","90","148"
"AAEL027816","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL010892","65","74","107","0","4","33","38","11","18","23","26","34","58","152"
"AAEL010895","32","47","37","123","50","88","125","181","129","186","375","406","457","795"
"AAEL010884","0","2","0","61555","28499","31828","46","20","17","41","98","70","44","87"
"AAEL010893","98","190","133","435","122","90","0","0","0","1","655","431","42","23"
"AAEL010894","0","0","1","404","183","192","0","0","0","0","13","14","939","1504"
"AAEL021322","1","0","2","2","0","1","1","0","0","1","0","3","0","2"
"AAEL022259","1","0","0","263","179","233","0","0","0","1","25","35","15","9"
"AAEL010898","339","765","275","170","171","268","793","838","494","819","147","160","87","41"
"AAEL010896","79","97","91","1","13","26","72","102","66","97","156","156","248","298"
"AAEL022113","650","550","657","51","13","0","60","101","21","63","72","154","17","138"
"AAEL022693","73","117","87","209","9","4","38","22","7","31","12","11","52","75"
"AAEL023903","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL027025","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL021330","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL025992","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL020414","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"AAEL024297","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"AAEL023907","52","85","50","52","5","5","19","20","16","10","11","34","12","115"
"AAEL009208","63","71","114","189","82","24","121","19","30","51","155","210","217","345"
"AAEL023582","6","1","15","2","13","13","43","71","46","63","102","214","156","302"
"AAEL027988","0","0","0","0","3","0","0","0","0","0","0","0","1","0"
"AAEL015533","11","9","18","401","66","63","234","243","164","86","70","97","161","77"
"AAEL023381","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL013723","180","137","186","394","95","306","567","604","279","438","253","393","621","798"
"AAEL009209","0","0","0","2","0","0","8","102","66","79","0","0","2","0"
"AAEL013722","0","2","0","35","38","50","20","31","13","24","2","1","7","0"
"AAEL013724","63","79","95","0","0","0","12","12","6","4","70","76","489","638"
"AAEL020886","1","0","0","1","0","0","1","0","2","0","0","0","0","0"
"AAEL027373","0","0","1","0","0","0","0","0","0","0","9","7","7","7"
"AAEL013725","54","58","88","0","3","0","6","3","0","11","32","99","23","59"
"AAEL013721","20","24","47","57","2","0","0","0","0","0","334","334","243","566"
"AAEL019700","618","802","694","1271","267","658","467","487","200","314","719","1219","677","907"
"AAEL022069","1","1","2","14","0","1","0","1","0","0","12","8","0","0"
"AAEL014045","3","3","1","6","11","0","740","1673","601","478","52","128","149","111"
"AAEL014044","18","47","18","0","7","1","75","64","51","42","7","2","14","48"
"AAEL014046","46","39","91","148","18","61","29","0","3","3","92","104","413","558"
"AAEL004557","0","0","0","0","9","7","0","0","0","5","0","0","0","0"
"AAEL004564","63","86","70","81","7","15","10","33","15","5","2","0","12","0"
"AAEL004568","10","10","6","46","2","0","11","7","13","8","27","26","41","130"
"AAEL004561","14","21","15","0","0","0","2","10","10","40","33","15","11","18"
"AAEL004572","0","1","0","203","54","135","0","2","0","0","7","4","29","48"
"AAEL025168","0","0","0","0","0","0","0","0","0","0","0","0","20","63"
"AAEL022048","1","0","0","0","3","0","2","0","0","5","0","1","0","19"
"AAEL022131","0","0","0","0","0","0","0","0","0","0","0","0","1","3"
"AAEL021796","2","0","4","0","0","0","0","0","0","0","0","0","0","4"
"AAEL012865","2634","2065","2904","228","127","148","1685","1114","909","1195","8041","8066","3034","2206"
"AAEL012866","0","0","0","0","1","0","89","73","50","67","2","1","2","4"
"AAEL012867","0","0","0","16","7","0","24","34","8","33","2","1","0","0"
"AAEL012860","2","0","0","1","45","15","312","61","59","59","69","118","22","78"
"AAEL012863","11","5","20","87","143","85","123","129","48","85","71","86","15","46"
"AAEL025095","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL013851","0","0","0","13","8","20","2","5","0","3","0","2","6","1"
"AAEL012868","0","0","0","70","12","6","1","17","18","1","0","0","10","24"
"AAEL020571","0","0","0","39","0","0","0","0","1","0","0","0","2494","2765"
"AAEL012859","5","6","3","32","61","97","32","94","100","44","77","113","22","52"
"AAEL012870","1","1","1","0","1","0","0","9","0","0","4","0","1","4"
"AAEL012864","1","2","0","0","3","24","31","42","26","78","192","376","81","133"
"AAEL009640","36","71","59","30","20","1","5","32","3","38","26","63","14","37"
"AAEL024551","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"AAEL020040","8","10","8","37","0","0","0","0","0","0","2","0","1307","1202"
"AAEL009634","288","293","285","159","132","154","368","457","419","416","545","636","216","313"
"AAEL009637","204","145","252","904","338","490","355","425","232","435","576","775","1691","2175"
"AAEL009642","0","1","0","0","11","0","1","9","9","11","4","0","0","26"
"AAEL009636","171","200","197","3","31","30","97","76","44","79","117","228","161","367"
"AAEL020812","2","2","1","0","0","0","4","3","1","7","13","9","2","21"
"AAEL009635","17","14","19","6","44","46","30","48","32","42","43","60","54","115"
"AAEL020153","7","5","2","0","0","0","0","1","0","0","5","1","0","0"
"AAEL009639","82","52","107","44","8","12","3","2","5","4","139","222","93","57"
"AAEL026149","0","0","0","0","0","0","0","0","0","0","3","2","3","4"
"AAEL009644","23","23","36","0","11","48","26","27","51","22","67","76","287","314"
"AAEL011253","0","2","0","17","27","26","10","20","2","4","3","10","3","13"
"AAEL029015","0","0","0","0","1","1","597","519","346","254","0","0","3","0"
"AAEL017570","0","0","0","2","0","0","271","511","353","329","0","1","7","4"
"AAEL027416","0","0","0","1","0","0","63","57","48","46","0","0","2","0"
"AAEL023856","0","0","0","0","0","1","290","406","273","212","0","1","4","0"
"AAEL018215","120","130","166","29","10","0","10","19","9","17","24","61","48","97"
"AAEL021653","0","0","0","0","0","0","2","0","0","0","0","0","0","1"
"AAEL011251","104","104","124","0","30","0","96","69","30","70","293","343","286","373"
"AAEL011248","389","922","307","368","323","683","582","211","168","366","30","53","209","229"
"AAEL022386","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL021455","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL022993","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL011255","480","388","514","2","50","17","119","148","126","144","438","1010","635","752"
"AAEL011254","58","59","87","35","20","50","115","114","60","57","149","367","429","435"
"AAEL021648","3","0","0","0","0","0","0","0","0","0","15","30","0","12"
"AAEL007248","97","58","97","27","11","22","97","110","32","79","217","324","280","664"
"AAEL022093","2","0","0","0","0","0","3","0","0","0","6","5","0","0"
"AAEL025289","0","1","1","0","0","3","0","1","0","3","4","0","0","0"
"AAEL021614","3","5","2","0","1","0","11","10","6","7","14","32","11","21"
"AAEL023952","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL020726","0","0","0","1","0","0","3","0","0","0","0","0","0","0"
"AAEL014006","4","4","2","1","0","0","0","0","0","0","0","0","4","0"
"AAEL021039","0","0","0","4","0","0","0","0","0","0","1","0","13","66"
"AAEL014527","4","3","2","929","174","426","19","6","15","40","21","16","57","85"
"AAEL025699","1","2","1","0","0","8","0","0","0","5","0","0","0","0"
"AAEL014526","222","247","226","3","33","1","773","1236","526","689","90","158","177","225"
"AAEL027509","11","17","10","1","0","13","40","27","29","12","3","1","3","9"
"AAEL014529","472","361","481","154","74","131","246","294","173","278","207","443","442","678"
"AAEL014528","132","139","137","132","153","153","334","275","135","251","479","818","488","568"
"AAEL011326","101","154","134","0","44","45","77","101","74","72","112","119","524","343"
"AAEL011329","464","535","513","137","7","57","40","30","20","37","21","27","67","95"
"AAEL006191","7","19","24","0","5","2","5","23","16","0","25","68","86","29"
"AAEL006209","107","74","155","0","2","0","24","9","13","3","155","263","69","237"
"AAEL006193","27","25","36","0","4","43","24","37","11","0","300","251","90","88"
"AAEL006189","209","206","300","37","90","32","126","211","102","185","121","118","95","148"
"AAEL025448","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL006208","96","90","108","0","5","13","48","10","7","6","42","57","63","167"
"AAEL006196","891","854","884","450","190","242","1561","1962","986","1663","167","308","504","852"
"AAEL006197","16","14","19","26","0","0","3","1","5","0","110","117","32","48"
"AAEL019752","0","0","1","273","37","140","2","8","4","6","1","10","3","61"
"AAEL027552","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AAEL006202","0","0","0","14","0","0","0","0","0","0","3","0","0","0"
"AAEL013424","4","11","3","0","25","40","1","22","0","3","1","0","0","5"
"AAEL013421","0","0","0","2","1","1","398","950","516","1775","0","1","4","1"
"AAEL013418","0","0","0","0","3","0","0","0","0","0","0","12","0","0"
"AAEL013422","0","0","0","0","0","0","0","0","0","0","14","54","0","0"
"AAEL013423","0","0","0","0","0","0","0","0","0","0","4","0","0","0"
